fighter_1,fighter_2,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,location
Trevor Smith,Joseph Gigliotti,1,0,42,15,4,1,2,1,win,Trevor Smith,Middleweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
Maryna Moroz,Danielle Taylor,0,0,17,17,0,1,0,0,win,Maryna Moroz,Women's Strawweight,S-DEC,3,5:00,"Salt Lake City, Utah, USA"
Court McGee,Dominique Steele,0,0,15,23,4,0,1,0,win,Court McGee,Welterweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
Marcin Tybura,Viktor Pesta,1,0,15,3,0,0,0,0,win,Marcin Tybura,Heavyweight,KO/TKO Kick,2,0:53,"Salt Lake City, Utah, USA"
David Teymur,Jason Novelli,1,0,26,8,0,0,0,0,win,David Teymur,Lightweight,KO/TKO Punches,2,1:25,"Salt Lake City, Utah, USA"
Teruto Ishihara,Horacio Gutierrez,1,0,13,5,0,0,0,0,win,Teruto Ishihara,Featherweight,KO/TKO Punches,1,2:32,"Salt Lake City, Utah, USA"
Cub Swanson,Tatsuya Kawajiri,0,0,67,23,1,3,1,0,win,Cub Swanson,Featherweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
Justin Ledet,Chase Sherman,0,0,113,59,0,0,0,0,win,Justin Ledet,Heavyweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA"
Tyron Woodley,Robbie Lawler,1,0,8,3,0,0,0,0,win,Tyron Woodley,Welterweight,KO/TKO Punch,1,2:12,"Atlanta, Georgia, USA"
Karolina Kowalkiewicz,Rose Namajunas,0,0,84,70,0,2,0,0,win,Karolina Kowalkiewicz,Women's Strawweight,S-DEC,3,5:00,"Atlanta, Georgia, USA"
Jake Ellenberger,Matt Brown,2,0,21,7,0,0,0,0,win,Jake Ellenberger,Welterweight,KO/TKO Kick,1,1:46,"Atlanta, Georgia, USA"
Erik Perez,Francisco Rivera,0,0,54,55,2,0,0,0,win,Erik Perez,Bantamweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Ryan Benoit,Fredy Serrano,1,0,31,22,0,5,0,0,win,Ryan Benoit,Flyweight,S-DEC,3,5:00,"Atlanta, Georgia, USA"
Nikita Krylov,Ed Herman,1,0,60,26,0,1,0,0,win,Nikita Krylov,Light Heavyweight,KO/TKO Kick,2,0:40,"Atlanta, Georgia, USA"
Jorge Masvidal,Ross Pearson,1,0,113,52,1,2,0,0,win,Jorge Masvidal,Welterweight,U-DEC,3,5:00,"Atlanta, Georgia, USA"
Anthony Hamilton,Damian Grabowski,1,0,9,1,0,0,0,0,win,Anthony Hamilton,Heavyweight,KO/TKO Punches,1,0:14,"Atlanta, Georgia, USA"
Wilson Reis,Hector Sandoval,0,0,4,5,3,0,1,0,win,Wilson Reis,Flyweight,SUB Rear Naked Choke,1,1:49,"Atlanta, Georgia, USA"
Michael Graves,Bojan Velickovic,0,0,9,17,3,1,0,0,"draw


draw",Bojan Velickovic,Welterweight,M-DEC,3,5:00,"Atlanta, Georgia, USA"
Damien Brown,Cesar Arzamendia,2,0,22,17,0,0,0,1,win,Damien Brown,Lightweight,KO/TKO Punches,1,2:27,"Atlanta, Georgia, USA"
Valentina Shevchenko,Holly Holm,0,0,87,54,3,0,0,0,win,Valentina Shevchenko,Women's Bantamweight,U-DEC,5,5:00,"Chicago, Illinois, USA"
Edson Barboza,Gilbert Melendez,0,0,56,39,1,0,0,0,win,Edson Barboza,Lightweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Francis Ngannou,Bojan Mihajlovic,0,0,8,3,0,0,0,0,win,Francis Ngannou,Heavyweight,KO/TKO Punches,1,1:34,"Chicago, Illinois, USA"
Felice Herrig,Kailin Curran,0,0,13,5,1,0,1,0,win,Felice Herrig,Women's Strawweight,SUB Rear Naked Choke,1,1:59,"Chicago, Illinois, USA"
Eddie Wineland,Frankie Saenz,1,0,42,45,0,1,0,0,win,Eddie Wineland,Bantamweight,KO/TKO Punches,3,1:54,"Chicago, Illinois, USA"
Darren Elkins,Godofredo Pepey,0,0,33,20,5,0,0,2,win,Darren Elkins,Featherweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Kamaru Usman,Alexander Yakovlev,0,0,41,8,5,0,0,0,win,Kamaru Usman,Welterweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Michel Prazeres,JC Cottrell,0,0,48,14,7,0,1,0,win,Michel Prazeres,Lightweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Alex Oliveira,James Moontasri,0,0,58,12,2,0,0,0,win,Alex Oliveira,Welterweight,U-DEC,3,5:00,"Chicago, Illinois, USA"
Jason Knight,Jim Alers,0,0,76,41,1,4,0,0,win,Jason Knight,Featherweight,S-DEC,3,5:00,"Chicago, Illinois, USA"
Luis Henrique,Dmitrii Smoliakov,0,0,20,14,1,0,1,0,win,Luis Henrique,Heavyweight,SUB Rear Naked Choke,2,3:58,"Chicago, Illinois, USA"
John Lineker,Michael McDonald,2,0,26,14,0,0,0,0,win,John Lineker,Bantamweight,KO/TKO Punch,1,2:43,"Sioux Falls, South Dakota, USA"
Tony Ferguson,Lando Vannata,0,1,66,40,0,0,3,0,win,Tony Ferguson,Lightweight,SUB D'Arce Choke,2,2:22,"Sioux Falls, South Dakota, USA"
Tim Boetsch,Josh Samman,0,0,38,17,2,0,0,0,win,Tim Boetsch,Middleweight,KO/TKO Punches,2,3:49,"Sioux Falls, South Dakota, USA"
Daniel Omielanczuk,Aleksei Oleinik,0,0,26,8,1,4,0,2,win,Daniel Omielanczuk,Heavyweight,M-DEC,3,5:00,"Sioux Falls, South Dakota, USA"
Keita Nakamura,Kyle Noke,1,0,41,44,0,2,1,0,win,Keita Nakamura,Welterweight,SUB Rear Naked Choke,2,4:59,"Sioux Falls, South Dakota, USA"
Louis Smolka,Ben Nguyen,0,0,82,4,3,0,7,1,win,Louis Smolka,Flyweight,KO/TKO Elbows,2,4:41,"Sioux Falls, South Dakota, USA"
Katlyn Cerminara,Lauren Murphy,0,0,45,38,0,1,0,0,win,Katlyn Cerminara,Women's Bantamweight,U-DEC,3,5:00,"Sioux Falls, South Dakota, USA"
Sam Alvey,Eric Spicely,0,0,8,7,0,0,1,0,win,Sam Alvey,Middleweight,SUB Guillotine Choke,1,2:43,"Sioux Falls, South Dakota, USA"
Cortney Casey,Cristina Stanciu,0,0,19,5,2,0,0,0,win,Cortney Casey,Women's Strawweight,KO/TKO Elbows,1,2:36,"Sioux Falls, South Dakota, USA"
Scott Holtzman,Cody Pfister,1,0,53,28,3,1,1,0,win,Scott Holtzman,Lightweight,U-DEC,3,5:00,"Sioux Falls, South Dakota, USA"
Rani Yahya,Matthew Lopez,0,0,40,14,3,1,1,2,win,Rani Yahya,Bantamweight,SUB Arm Triangle,3,4:19,"Sioux Falls, South Dakota, USA"
Alex Nicholson,Devin Clark,1,1,18,14,0,1,0,1,win,Alex Nicholson,Middleweight,KO/TKO Punch,1,4:57,"Sioux Falls, South Dakota, USA"
Amanda Nunes,Miesha Tate,0,0,40,3,0,0,1,0,win,Amanda Nunes,Women's Bantamweight,SUB Rear Naked Choke,1,3:16,"Las Vegas, Nevada, USA"
Brock Lesnar,Mark Hunt,0,0,51,13,4,0,0,0,"nc


nc",Mark Hunt,Heavyweight,Overturned,3,5:00,"Las Vegas, Nevada, USA"
Daniel Cormier,Anderson Silva,0,0,33,17,3,0,0,0,win,Daniel Cormier,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jose Aldo,Frankie Edgar,0,0,80,79,0,0,0,0,win,Jose Aldo,Featherweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA"
Cain Velasquez,Travis Browne,1,0,50,6,1,0,0,0,win,Cain Velasquez,Heavyweight,KO/TKO Punches,1,4:57,"Las Vegas, Nevada, USA"
Julianna Pena,Cat Zingano,0,0,12,11,2,3,1,0,win,Julianna Pena,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Kelvin Gastelum,Johny Hendricks,0,0,124,70,0,1,0,0,win,Kelvin Gastelum,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
TJ Dillashaw,Raphael Assuncao,0,0,64,49,1,0,0,0,win,TJ Dillashaw,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sage Northcutt,Enrique Marin,0,0,41,16,0,4,1,2,win,Sage Northcutt,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Joe Lauzon,Diego Sanchez,1,0,22,6,0,0,0,0,win,Joe Lauzon,Lightweight,KO/TKO Punches,1,1:26,"Las Vegas, Nevada, USA"
Gegard Mousasi,Thiago Santos,1,0,21,5,2,0,0,0,win,Gegard Mousasi,Middleweight,KO/TKO Punch,1,4:32,"Las Vegas, Nevada, USA"
Jim Miller,Takanori Gomi,0,0,8,1,1,0,0,0,win,Jim Miller,Lightweight,KO/TKO Punches,1,2:18,"Las Vegas, Nevada, USA"
Joanna Jedrzejczyk,Claudia Gadelha,0,1,176,63,1,4,0,0,win,Joanna Jedrzejczyk,Women's Strawweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA"
Andrew Sanchez,Khalil Rountree Jr.,0,0,31,14,6,0,0,0,win,Andrew Sanchez,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Tatiana Suarez,Amanda Cooper,0,0,16,1,3,0,1,2,win,Tatiana Suarez,Women's Strawweight,SUB D'Arce Choke,1,3:43,"Las Vegas, Nevada, USA"
Will Brooks,Ross Pearson,0,0,80,54,1,0,0,0,win,Will Brooks,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Dooho Choi,Thiago Tavares,1,0,4,2,0,2,0,0,win,Dooho Choi,Featherweight,KO/TKO Punch,1,2:42,"Las Vegas, Nevada, USA"
Joaquim Silva,Andrew Holbrook,1,0,6,2,0,0,0,0,win,Joaquim Silva,Lightweight,KO/TKO Punch,1,0:34,"Las Vegas, Nevada, USA"
Gray Maynard,Fernando Bruno,0,0,30,32,3,2,1,1,win,Gray Maynard,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Matheus Nicolau,John Moraga,0,0,41,31,0,0,0,0,win,Matheus Nicolau,Flyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Josh Stansbury,Cory Hendricks,0,0,61,47,0,0,0,0,win,Josh Stansbury,Light Heavyweight,M-DEC,3,5:00,"Las Vegas, Nevada, USA"
Cezar Ferreira,Anthony Smith,0,0,30,33,6,0,0,1,win,Cezar Ferreira,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Kevin Lee,Jake Matthews,0,0,24,5,1,0,0,0,win,Kevin Lee,Lightweight,KO/TKO Punches,1,4:06,"Las Vegas, Nevada, USA"
Li Jingliang,Anton Zafir,0,0,6,5,1,2,0,0,win,Li Jingliang,Welterweight,KO/TKO Punches,1,2:46,"Las Vegas, Nevada, USA"
Eddie Alvarez,Rafael Dos Anjos,0,0,45,12,1,0,0,0,win,Eddie Alvarez,Lightweight,KO/TKO Punches,1,3:49,"Las Vegas, Nevada, USA"
Derrick Lewis,Roy Nelson,0,0,37,4,0,7,0,0,win,Derrick Lewis,Heavyweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Alan Jouban,Belal Muhammad,3,0,86,77,0,2,0,0,win,Alan Jouban,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Joe Duffy,Mitch Clarke,1,0,3,1,0,0,1,0,win,Joe Duffy,Lightweight,SUB Rear Naked Choke,1,0:25,"Las Vegas, Nevada, USA"
Alberto Mina,Mike Pyle,1,0,16,2,2,0,0,1,win,Alberto Mina,Welterweight,KO/TKO Flying Knee,2,1:17,"Las Vegas, Nevada, USA"
John Makdessi,Mehdi Baghdad,0,1,84,60,0,0,0,0,win,John Makdessi,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Anthony Birchak,Dileno Lopes,0,0,41,25,0,2,0,0,win,Anthony Birchak,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Pedro Munhoz,Russell Doane,0,0,14,18,1,0,1,0,win,Pedro Munhoz,Bantamweight,SUB Guillotine Choke,1,2:08,"Las Vegas, Nevada, USA"
Felipe Arantes,Jerrod Sanders,0,0,3,6,0,1,1,0,win,Felipe Arantes,Bantamweight,SUB Armbar,2,1:39,"Las Vegas, Nevada, USA"
Gilbert Burns,Lukasz Sajewski,0,0,13,14,1,0,1,0,win,Gilbert Burns,Lightweight,SUB Armbar,1,4:57,"Las Vegas, Nevada, USA"
Marco Beltran,Reginaldo Vieira,1,0,20,20,0,3,1,0,win,Marco Beltran,Bantamweight,SUB Rear Naked Choke,2,3:04,"Las Vegas, Nevada, USA"
Vicente Luque,Alvaro Herrera Mendoza,0,0,25,12,4,0,1,0,win,Vicente Luque,Welterweight,SUB D'Arce Choke,2,3:52,"Las Vegas, Nevada, USA"
Stephen Thompson,Rory MacDonald,0,0,110,61,0,0,0,0,win,Stephen Thompson,Welterweight,U-DEC,5,5:00,"Ottawa, Ontario, Canada"
Donald Cerrone,Patrick Cote,3,0,73,46,2,0,1,0,win,Donald Cerrone,Welterweight,KO/TKO Punches,3,2:35,"Ottawa, Ontario, Canada"
Steve Bosse,Sean O'Connell,0,1,93,84,1,0,0,0,win,Steve Bosse,Light Heavyweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada"
Olivier Aubin-Mercier,Thibault Gouti,0,0,44,29,3,0,1,0,win,Olivier Aubin-Mercier,Lightweight,SUB Rear Naked Choke,3,2:28,"Ottawa, Ontario, Canada"
Joanne Wood,Valerie Letourneau,2,0,115,80,3,0,0,0,win,Joanne Wood,Women's Flyweight,KO/TKO Kick,3,2:44,"Ottawa, Ontario, Canada"
Jason Saggo,Leandro Silva,0,0,48,47,1,2,0,0,win,Jason Saggo,Lightweight,S-DEC,3,5:00,"Ottawa, Ontario, Canada"
Misha Cirkunov,Ion Cutelaba,0,0,44,24,1,0,1,0,win,Misha Cirkunov,Light Heavyweight,SUB Arm Triangle,3,1:22,"Ottawa, Ontario, Canada"
Krzysztof Jotko,Tamdan McCrory,1,0,4,2,0,0,0,0,win,Krzysztof Jotko,Middleweight,KO/TKO Punch,1,0:59,"Ottawa, Ontario, Canada"
Joe Soto,Chris Beal,0,0,47,76,1,0,2,0,win,Joe Soto,Bantamweight,SUB Rear Naked Choke,3,3:39,"Ottawa, Ontario, Canada"
Elias Theodorou,Sam Alvey,0,0,37,24,0,0,0,0,win,Elias Theodorou,Middleweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada"
Randa Markos,Jocelyn Jones-Lybarger,0,0,86,79,1,1,1,0,win,Randa Markos,Women's Strawweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada"
Colby Covington,Jonathan Meunier,1,0,19,16,5,0,1,0,win,Colby Covington,Welterweight,SUB Rear Naked Choke,3,0:54,"Ottawa, Ontario, Canada"
Ali Bagautinov,Geane Herrera,0,0,90,13,5,1,0,2,win,Ali Bagautinov,Flyweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada"
Michael Bisping,Luke Rockhold,2,0,21,17,0,0,0,0,win,Michael Bisping,Middleweight,KO/TKO Punch,1,3:36,"Los Angeles, California, USA"
Dominick Cruz,Urijah Faber,1,0,87,34,3,1,0,0,win,Dominick Cruz,Bantamweight,U-DEC,5,5:00,"Los Angeles, California, USA"
Max Holloway,Ricardo Lamas,0,0,103,64,0,0,2,0,win,Max Holloway,Featherweight,U-DEC,3,5:00,"Los Angeles, California, USA"
Dan Henderson,Hector Lombard,1,1,13,23,0,2,0,2,win,Dan Henderson,Middleweight,KO/TKO Elbow,2,1:27,"Los Angeles, California, USA"
Dustin Poirier,King Green,2,0,36,16,0,0,0,0,win,Dustin Poirier,Lightweight,KO/TKO Punch,1,2:53,"Los Angeles, California, USA"
Brian Ortega,Clay Guida,1,1,62,62,0,0,0,0,win,Brian Ortega,Featherweight,KO/TKO Knee,3,4:40,"Los Angeles, California, USA"
Beneil Dariush,James Vick,2,0,46,9,0,0,0,0,win,Beneil Dariush,Lightweight,KO/TKO Punch,1,4:16,"Los Angeles, California, USA"
Jessica Andrade,Jessica Penne,0,0,117,27,0,0,0,0,win,Jessica Andrade,Women's Strawweight,KO/TKO Punches,2,2:56,"Los Angeles, California, USA"
Alex Caceres,Cole Miller,1,0,97,33,5,3,0,1,win,Alex Caceres,Featherweight,U-DEC,3,5:00,"Los Angeles, California, USA"
Sean Strickland,Tom Breese,0,0,73,62,0,0,0,0,win,Sean Strickland,Welterweight,S-DEC,3,5:00,"Los Angeles, California, USA"
Henrique da Silva,Jonathan Wilson,0,1,81,66,0,1,0,0,win,Henrique da Silva,Light Heavyweight,KO/TKO Punches,2,4:11,"Los Angeles, California, USA"
Kevin Casey,Elvis Mutapcic,0,0,59,64,2,0,0,0,"draw


draw",Elvis Mutapcic,Middleweight,S-DEC,3,5:00,"Los Angeles, California, USA"
Marco Polo Reyes,Dong Hyun Ma,2,0,135,83,0,2,0,0,win,Marco Polo Reyes,Lightweight,KO/TKO Punch,3,1:52,"Los Angeles, California, USA"
Cody Garbrandt,Thomas Almeida,1,0,21,10,0,0,0,0,win,Cody Garbrandt,Bantamweight,KO/TKO Punches,1,2:53,"Las Vegas, Nevada, USA"
Jeremy Stephens,Renan Barao,0,0,55,43,0,2,0,0,win,Jeremy Stephens,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Rick Story,Tarec Saffiedine,0,0,58,32,0,0,0,0,win,Rick Story,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Chris Camozzi,Vitor Miranda,0,0,43,27,1,1,0,0,win,Chris Camozzi,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Lorenz Larkin,Jorge Masvidal,0,0,44,48,1,1,0,2,win,Lorenz Larkin,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Paul Felder,Joshua Burkman,0,0,41,40,0,3,0,0,win,Paul Felder,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Sara McMann,Jessica Eye,0,0,22,10,2,0,1,0,win,Sara McMann,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Abel Trujillo,Jordan Rinaldi,0,0,35,18,3,2,0,1,win,Abel Trujillo,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Jake Collier,Alberto Uda,1,0,27,15,1,1,0,0,win,Jake Collier,Middleweight,KO/TKO Spinning Back Kick,2,1:06,"Las Vegas, Nevada, USA"
Erik Koch,Shane Campbell,0,0,14,16,2,0,1,0,win,Erik Koch,Lightweight,SUB Rear Naked Choke,2,3:02,"Las Vegas, Nevada, USA"
Bryan Caraway,Aljamain Sterling,0,0,9,32,3,1,0,2,win,Bryan Caraway,Bantamweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA"
Adam Milstead,Chris de la Rocha,0,0,58,39,0,0,0,0,win,Adam Milstead,Heavyweight,KO/TKO Punches,2,4:01,"Las Vegas, Nevada, USA"
Stipe Miocic,Fabricio Werdum,1,0,20,15,0,0,0,0,win,Stipe Miocic,Heavyweight,KO/TKO Punch,1,2:47,"Curitiba, Parana, Brazil"
Jacare Souza,Vitor Belfort,0,0,39,4,1,0,0,0,win,Jacare Souza,Middleweight,KO/TKO Punches,1,4:38,"Curitiba, Parana, Brazil"
Cristiane Justino,Leslie Smith,1,0,26,2,0,0,0,0,win,Cristiane Justino,Catch Weight,KO/TKO Punch,1,1:21,"Curitiba, Parana, Brazil"
Mauricio Rua,Corey Anderson,2,0,48,55,0,4,0,0,win,Mauricio Rua,Light Heavyweight,S-DEC,3,5:00,"Curitiba, Parana, Brazil"
Bryan Barberena,Warlley Alves,0,0,120,79,0,0,0,1,win,Bryan Barberena,Welterweight,U-DEC,3,5:00,"Curitiba, Parana, Brazil"
Demian Maia,Matt Brown,0,0,17,10,3,0,2,0,win,Demian Maia,Welterweight,SUB Rear Naked Choke,3,4:31,"Curitiba, Parana, Brazil"
Thiago Santos,Nate Marquardt,2,0,16,7,0,0,0,0,win,Thiago Santos,Middleweight,KO/TKO Punch,1,3:39,"Curitiba, Parana, Brazil"
Francisco Trinaldo,Yancy Medeiros,0,1,117,51,2,0,0,0,win,Francisco Trinaldo,Lightweight,U-DEC,3,5:00,"Curitiba, Parana, Brazil"
John Lineker,Rob Font,0,0,80,40,1,0,0,0,win,John Lineker,Bantamweight,U-DEC,3,5:00,"Curitiba, Parana, Brazil"
Rogerio Nogueira,Patrick Cummins,1,0,30,12,0,0,0,0,win,Rogerio Nogueira,Light Heavyweight,KO/TKO Punches,1,4:52,"Curitiba, Parana, Brazil"
Sergio Moraes,Luan Chagas,0,1,28,46,0,0,1,0,"draw


draw",Luan Chagas,Welterweight,S-DEC,3,5:00,"Curitiba, Parana, Brazil"
Renato Moicano,Zubaira Tukhugov,0,0,44,29,0,3,0,0,win,Renato Moicano,Featherweight,S-DEC,3,5:00,"Curitiba, Parana, Brazil"
Alistair Overeem,Andrei Arlovski,1,0,23,16,1,0,0,0,win,Alistair Overeem,Heavyweight,KO/TKO Punch,2,1:12,"Rotterdam, Zuid-Holland, Netherlands"
Stefan Struve,Antonio Silva,1,0,13,0,0,0,0,0,win,Stefan Struve,Heavyweight,KO/TKO Punch,1,0:16,"Rotterdam, Zuid-Holland, Netherlands"
Gunnar Nelson,Albert Tumenov,0,0,29,23,2,0,1,0,win,Gunnar Nelson,Welterweight,SUB Rear Naked Choke,2,3:15,"Rotterdam, Zuid-Holland, Netherlands"
Germaine de Randamie,Anna Elmose,1,0,18,6,0,0,0,0,win,Germaine de Randamie,Women's Bantamweight,KO/TKO Knee,1,3:46,"Rotterdam, Zuid-Holland, Netherlands"
Nikita Krylov,Francimar Barroso,0,0,58,22,0,2,1,0,win,Nikita Krylov,Light Heavyweight,SUB Rear Naked Choke,2,3:11,"Rotterdam, Zuid-Holland, Netherlands"
Karolina Kowalkiewicz,Heather Clark,0,0,119,70,0,0,0,0,win,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,3,5:00,"Rotterdam, Zuid-Holland, Netherlands"
Rustam Khabilov,Chris Wade,0,1,50,25,6,0,0,0,win,Rustam Khabilov,Lightweight,U-DEC,3,5:00,"Rotterdam, Zuid-Holland, Netherlands"
Magnus Cedenblad,Garreth McLellan,1,0,21,12,0,0,0,0,win,Magnus Cedenblad,Middleweight,KO/TKO Kick,2,0:47,"Rotterdam, Zuid-Holland, Netherlands"
Josh Emmett,Jon Tuck,0,0,54,53,0,0,0,0,win,Josh Emmett,Lightweight,S-DEC,3,5:00,"Rotterdam, Zuid-Holland, Netherlands"
Reza Madadi,Yan Cabral,0,0,27,32,1,1,0,0,win,Reza Madadi,Lightweight,KO/TKO Punch,3,1:56,"Rotterdam, Zuid-Holland, Netherlands"
Kyoji Horiguchi,Neil Seery,2,0,72,40,6,0,0,1,win,Kyoji Horiguchi,Flyweight,U-DEC,3,5:00,"Rotterdam, Zuid-Holland, Netherlands"
Leon Edwards,Dominic Waters,0,0,24,3,2,4,1,0,win,Leon Edwards,Welterweight,U-DEC,3,5:00,"Rotterdam, Zuid-Holland, Netherlands"
Yuta Sasaki,Willie Gates,0,0,7,13,4,0,1,0,win,Yuta Sasaki,Flyweight,SUB Rear Naked Choke,2,3:30,"Rotterdam, Zuid-Holland, Netherlands"
Jon Jones,Ovince Saint Preux,0,0,105,57,3,0,0,0,win,Jon Jones,Light Heavyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA"
Demetrious Johnson,Henry Cejudo,1,0,21,6,0,1,0,0,win,Demetrious Johnson,Flyweight,KO/TKO Knees,1,2:49,"Las Vegas, Nevada, USA"
Edson Barboza,Anthony Pettis,0,0,73,48,0,0,0,0,win,Edson Barboza,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Robert Whittaker,Rafael Natal,0,0,89,62,0,0,0,0,win,Robert Whittaker,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Yair Rodriguez,Andre Fili,1,0,25,11,2,1,0,0,win,Yair Rodriguez,Featherweight,KO/TKO Kick,2,2:15,"Las Vegas, Nevada, USA"
Sergio Pettis,Chris Kelades,0,0,61,35,2,1,0,0,win,Sergio Pettis,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Danny Roberts,Dominique Steele,0,1,60,34,0,6,0,0,win,Danny Roberts,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Carla Esparza,Juliana Lima,0,0,28,26,5,0,0,0,win,Carla Esparza,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
James Vick,Glaico Franca Moreira,0,0,94,39,0,4,0,0,win,James Vick,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Walt Harris,Cody East,1,0,31,26,0,0,0,0,win,Walt Harris,Heavyweight,KO/TKO Punches,1,4:18,"Las Vegas, Nevada, USA"
Marcos Rogerio de Lima,Clint Hester,1,0,29,0,0,0,1,0,win,Marcos Rogerio de Lima,Light Heavyweight,SUB Arm Triangle,1,4:35,"Las Vegas, Nevada, USA"
Kevin Lee,Efrain Escudero,0,0,64,70,1,1,1,0,win,Kevin Lee,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA"
Glover Teixeira,Rashad Evans,1,0,6,7,0,0,0,0,win,Glover Teixeira,Light Heavyweight,KO/TKO Punch,1,1:48,"Tampa, Florida, USA"
Rose Namajunas,Tecia Pennington,0,0,46,61,2,0,0,0,win,Rose Namajunas,Women's Strawweight,U-DEC,3,5:00,"Tampa, Florida, USA"
Khabib Nurmagomedov,Darrell Horcher,0,0,75,6,2,0,0,0,win,Khabib Nurmagomedov,Catch Weight,KO/TKO Punches,2,3:38,"Tampa, Florida, USA"
Cub Swanson,Hacran Dias,2,0,83,55,0,0,0,0,win,Cub Swanson,Featherweight,U-DEC,3,5:00,"Tampa, Florida, USA"
Michael Chiesa,Beneil Dariush,0,0,11,27,1,1,2,0,win,Michael Chiesa,Lightweight,SUB Rear Naked Choke,2,1:20,"Tampa, Florida, USA"
Raquel Pennington,Bethe Correia,0,0,75,66,0,0,0,0,win,Raquel Pennington,Women's Bantamweight,S-DEC,3,5:00,"Tampa, Florida, USA"
Santiago Ponzinibbio,Court McGee,1,0,38,35,0,0,0,0,win,Santiago Ponzinibbio,Welterweight,KO/TKO Punch,1,4:15,"Tampa, Florida, USA"
Michael Graves,Randy Brown,0,0,11,10,2,0,1,1,win,Michael Graves,Welterweight,SUB Rear Naked Choke,2,2:31,"Tampa, Florida, USA"
John Dodson,Manvel Gamburyan,1,0,16,2,0,0,0,0,win,John Dodson,Bantamweight,KO/TKO Punches,1,0:37,"Tampa, Florida, USA"
Cezar Ferreira,Oluwale Bamgbose,0,1,26,20,3,0,0,0,win,Cezar Ferreira,Middleweight,U-DEC,3,5:00,"Tampa, Florida, USA"
Elizeu Zaleski dos Santos,Omari Akhmedov,0,0,72,36,0,3,1,1,win,Elizeu Zaleski dos Santos,Welterweight,KO/TKO Knee,3,3:03,"Tampa, Florida, USA"
Junior Dos Santos,Ben Rothwell,0,0,157,77,0,0,0,0,win,Junior Dos Santos,Heavyweight,U-DEC,5,5:00,"Zagreb, Croatia"
Derrick Lewis,Gabriel Gonzaga,1,0,17,5,0,1,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,4:48,"Zagreb, Croatia"
Francis Ngannou,Curtis Blaydes,0,0,36,24,0,2,0,0,win,Francis Ngannou,Heavyweight,KO/TKO,2,5:00,"Zagreb, Croatia"
