fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,title_fight
Youssef Zalal,Calvin Kattar,2025-02-15,"Las Vegas, Nevada, USA",Dan Miragliotta,0,0,74,38,0,0,0,0,win,Youssef Zalal,Featherweight,U-DEC,3,00:05:00,False
Edmen Shahbazyan,Dylan Budka,2025-02-15,"Las Vegas, Nevada, USA",Chris Tognoni,1,0,7,1,0,0,0,0,win,Edmen Shahbazyan,Middleweight,KO/TKO Punch,1,00:01:35,False
Nazim Sadykhov,Ismael Bonfim,2025-02-15,"Las Vegas, Nevada, USA",Mark Smith,0,0,13,26,0,0,0,0,win,Nazim Sadykhov,Lightweight,KO/TKO,1,00:05:00,False
Andre Petroski,Rodolfo Vieira,2025-02-15,"Las Vegas, Nevada, USA",Herb Dean,0,0,55,58,0,1,0,0,win,Andre Petroski,Middleweight,U-DEC,3,00:05:00,False
Jose Delgado,Connor Matthews,2025-02-15,"Las Vegas, Nevada, USA",Dan Miragliotta,1,0,21,6,0,2,0,0,win,Jose Delgado,Featherweight,KO/TKO Punches,1,00:02:58,False
Angela Hill,Ketlen Souza,2025-02-15,"Las Vegas, Nevada, USA",Mark Smith,0,0,86,70,2,0,0,0,win,Angela Hill,Women's Strawweight,S-DEC,3,00:05:00,False
Rafael Estevam,Jesus Aguilar,2025-02-15,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,11,35,11,2,0,2,win,Rafael Estevam,Flyweight,U-DEC,3,00:05:00,False
Gabriel Bonfim,Khaos Williams,2025-02-15,"Las Vegas, Nevada, USA",Herb Dean,0,0,35,20,4,0,2,0,win,Gabriel Bonfim,Welterweight,SUB D'Arce Choke,2,00:04:58,False
Elijah Smith,Vince Morales,2025-02-15,"Las Vegas, Nevada, USA",Mark Smith,0,0,40,40,3,2,1,3,win,Elijah Smith,Bantamweight,U-DEC,3,00:05:00,False
Valter Walker,Don'Tale Mayes,2025-02-15,"Las Vegas, Nevada, USA",Dan Miragliotta,0,0,1,1,1,0,1,0,win,Valter Walker,Heavyweight,SUB Heel Hook,1,00:01:17,False
Jacqueline Cavalcanti,Julia Avila,2025-02-15,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,73,54,0,1,0,0,win,Jacqueline Cavalcanti,Women's Bantamweight,U-DEC,3,00:05:00,False
Dricus Du Plessis,Sean Strickland,2025-02-08,"Sydney, New South Wales, Australia",Marc Goddard,0,0,147,128,1,0,0,0,win,Dricus Du Plessis,Middleweight,U-DEC,5,00:05:00,True
Zhang Weili,Tatiana Suarez,2025-02-08,"Sydney, New South Wales, Australia",Mike Beltran,0,0,53,12,1,1,1,0,win,Zhang Weili,Women's Strawweight,U-DEC,5,00:05:00,True
Tallison Teixeira,Justin Tafa,2025-02-08,"Sydney, New South Wales, Australia",Rich Mitchell,1,0,8,0,0,0,0,0,win,Tallison Teixeira,Heavyweight,KO/TKO Elbow,1,00:00:35,False
Jake Matthews,Francisco Prado,2025-02-08,"Sydney, New South Wales, Australia",Mike Beltran,0,0,68,59,0,1,0,0,win,Jake Matthews,Welterweight,U-DEC,3,00:05:00,False
Gabriel Santos,Jack Jenkins,2025-02-08,"Sydney, New South Wales, Australia",Rich Mitchell,0,1,39,34,4,0,2,0,win,Gabriel Santos,Featherweight,SUB Rear Naked Choke,3,00:02:06,False
Tom Nolan,Viacheslav Borshchev,2025-02-08,"Sydney, New South Wales, Australia",Marc Goddard,0,0,69,66,1,0,3,1,win,Tom Nolan,Lightweight,U-DEC,3,00:05:00,False
Wang Cong,Bruna Brasil,2025-02-08,"Sydney, New South Wales, Australia",Mike Beltran,0,0,103,31,2,0,0,0,win,Wang Cong,Women's Flyweight,U-DEC,3,00:05:00,False
Aleksandre Topuria,Colby Thicknesse,2025-02-08,"Sydney, New South Wales, Australia",Jim Perdios,0,0,41,38,1,0,0,0,win,Aleksandre Topuria,Bantamweight,U-DEC,3,00:05:00,False
Rongzhu,Kody Steele,2025-02-08,"Sydney, New South Wales, Australia",Steve Perceval,1,0,125,59,0,1,0,0,win,Rongzhu,Lightweight,U-DEC,3,00:05:00,False
Jonathan Micallef,Kevin Jousset,2025-02-08,"Sydney, New South Wales, Australia",Rich Mitchell,1,0,85,67,0,0,0,0,win,Jonathan Micallef,Welterweight,U-DEC,3,00:05:00,False
Quillan Salkilld,Anshul Jubli,2025-02-08,"Sydney, New South Wales, Australia",Jim Perdios,1,0,6,0,0,0,0,0,win,Quillan Salkilld,Lightweight,KO/TKO Punch,1,00:00:19,False
Nassourdine Imavov,Israel Adesanya,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Marc Goddard,1,0,15,26,0,0,0,0,win,Nassourdine Imavov,Middleweight,KO/TKO Punch,2,00:00:30,False
Michael Page,Shara Magomedov,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Jason Herzog,0,0,43,38,0,0,0,0,win,Michael Page,Middleweight,U-DEC,3,00:05:00,False
Sergei Pavlovich,Jairzinho Rozenstruik,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Mark Smith,0,0,25,17,2,0,0,0,win,Sergei Pavlovich,Heavyweight,U-DEC,3,00:05:00,False
Vinicius Oliveira,Said Nurmagomedov,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Kerry Hatley,0,0,43,38,3,1,1,0,win,Vinicius Oliveira,Bantamweight,U-DEC,3,00:05:00,False
Fares Ziam,Mike Davis,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Chris Tognoni,0,0,35,20,4,1,0,1,win,Fares Ziam,Lightweight,U-DEC,3,00:05:00,False
Muhammad Naimov,Kaan Ofli,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Marc Goddard,0,0,32,31,2,0,0,0,win,Muhammad Naimov,Featherweight,U-DEC,3,00:05:00,False
Shamil Gaziev,Thomas Petersen,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Jason Herzog,1,0,14,19,0,1,0,0,win,Shamil Gaziev,Heavyweight,KO/TKO Punch,1,00:03:12,False
Terrance McKinney,Damir Hadzovic,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Jason Herzog,0,0,54,4,0,1,1,0,win,Terrance McKinney,Lightweight,KO/TKO Punches,1,00:02:01,False
Jasmine Jasudavicius,Mayra Bueno Silva,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Mark Smith,0,0,56,37,3,0,0,1,win,Jasmine Jasudavicius,Women's Flyweight,U-DEC,3,00:05:00,False
Bogdan Grad,Lucas Alexander,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Kerry Hatley,0,0,46,34,3,0,0,0,win,Bogdan Grad,Featherweight,KO/TKO Punches,2,00:04:22,False
Hamdy Abdelwahab,Jamal Pogues,2025-02-01,"Riyadh, Riyadh, Saudi Arabia",Chris Tognoni,0,0,44,69,1,0,0,0,win,Hamdy Abdelwahab,Heavyweight,S-DEC,3,00:05:00,False
Islam Makhachev,Renato Moicano,2025-01-18,"Inglewood, California, USA",Herb Dean,0,0,6,9,1,0,1,0,win,Islam Makhachev,Lightweight,SUB D'Arce Choke,1,00:04:05,True
Merab Dvalishvili,Umar Nurmagomedov,2025-01-18,"Inglewood, California, USA",Jason Herzog,0,0,111,104,7,2,0,0,win,Merab Dvalishvili,Bantamweight,U-DEC,5,00:05:00,True
Jiri Prochazka,Jamahal Hill,2025-01-18,"Inglewood, California, USA",Mike Beltran,2,0,97,81,0,0,0,0,win,Jiri Prochazka,Light Heavyweight,KO/TKO Punches,3,00:03:01,False
Jailton Almeida,Serghei Spivac,2025-01-18,"Inglewood, California, USA",Jason Herzog,0,0,23,15,1,1,0,0,win,Jailton Almeida,Heavyweight,KO/TKO Punches,1,00:04:53,False
Reinier de Ridder,Kevin Holland,2025-01-18,"Inglewood, California, USA",Frank Trigg,0,0,12,11,2,0,1,0,win,Reinier de Ridder,Middleweight,SUB Rear Naked Choke,1,00:03:31,False
Raoni Barcelos,Payton Talbott,2025-01-18,"Inglewood, California, USA",Herb Dean,0,0,62,49,8,1,2,0,win,Raoni Barcelos,Bantamweight,U-DEC,3,00:05:00,False
Azamat Bekoev,Zach Reese,2025-01-18,"Inglewood, California, USA",Blake Grice,0,0,21,13,1,0,0,0,win,Azamat Bekoev,Middleweight,KO/TKO Punches,1,00:03:04,False
Bogdan Guskov,Billy Elekana,2025-01-18,"Inglewood, California, USA",Mike Beltran,0,0,47,20,0,1,2,0,win,Bogdan Guskov,Light Heavyweight,SUB Guillotine Choke,2,00:03:33,False
Grant Dawson,Diego Ferreira,2025-01-18,"Inglewood, California, USA",Frank Trigg,0,0,56,41,6,0,0,0,win,Grant Dawson,Lightweight,U-DEC,3,00:05:00,False
Ailin Perez,Karol Rosa,2025-01-18,"Inglewood, California, USA",Mike Beltran,0,0,62,53,2,0,0,0,win,Ailin Perez,Women's Bantamweight,U-DEC,3,00:05:00,False
Muin Gafurov,Rinya Nakamura,2025-01-18,"Inglewood, California, USA",Jason Herzog,1,0,37,31,0,0,0,1,win,Muin Gafurov,Bantamweight,U-DEC,3,00:05:00,False
Benardo Sopaj,Ricky Turcios,2025-01-18,"Inglewood, California, USA",Frank Trigg,1,0,81,78,2,1,0,0,win,Benardo Sopaj,Bantamweight,U-DEC,3,00:05:00,False
Tagir Ulanbekov,Clayton Carpenter,2025-01-18,"Inglewood, California, USA",Blake Grice,0,0,42,42,3,1,0,0,win,Tagir Ulanbekov,Flyweight,U-DEC,3,00:05:00,False
Mackenzie Dern,Amanda Ribas,2025-01-11,"Las Vegas, Nevada, USA",Mark Smith,0,0,27,17,1,2,1,0,win,Mackenzie Dern,Women's Strawweight,SUB Armbar,3,00:04:56,False
Santiago Ponzinibbio,Carlston Harris,2025-01-11,"Las Vegas, Nevada, USA",Kerry Hatley,1,1,76,73,0,0,0,0,win,Santiago Ponzinibbio,Welterweight,KO/TKO Punches,3,00:03:13,False
Cesar Almeida,Abdul Razak Alhassan,2025-01-11,"Las Vegas, Nevada, USA",Mike Beltran,1,1,20,17,0,0,0,0,win,Cesar Almeida,Middleweight,KO/TKO Punch,1,00:04:16,False
Roman Kopylov,Chris Curtis,2025-01-11,"Las Vegas, Nevada, USA",Mark Smith,1,0,130,142,1,0,0,0,win,Roman Kopylov,Middleweight,KO/TKO Kick,3,00:04:59,False
Christian Rodriguez,Austin Bashi,2025-01-11,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,44,23,2,3,2,0,win,Christian Rodriguez,Featherweight,U-DEC,3,00:05:00,False
Punahele Soriano,Uros Medic,2025-01-11,"Las Vegas, Nevada, USA",Mike Beltran,1,0,13,2,0,0,0,0,win,Punahele Soriano,Welterweight,KO/TKO Punch,1,00:00:31,False
Felipe Bunes,Jose Johnson,2025-01-11,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,2,8,0,0,2,0,win,Felipe Bunes,Flyweight,SUB Armbar,1,00:02:04,False
Marco Tulio,Ihor Potieria,2025-01-11,"Las Vegas, Nevada, USA",Mark Smith,1,0,29,6,0,0,0,0,win,Marco Tulio,Middleweight,KO/TKO Punches,1,00:03:04,False
Thiago Moises,Trey Ogden,2025-01-11,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,55,59,0,1,0,0,win,Thiago Moises,Lightweight,U-DEC,3,00:05:00,False
Jacobe Smith,Preston Parsons,2025-01-11,"Las Vegas, Nevada, USA",Mike Beltran,1,0,12,7,0,0,0,0,win,Jacobe Smith,Welterweight,KO/TKO Punch,1,00:01:13,False
Ernesta Kareckaite,Nicolle Caliari,2025-01-11,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,95,67,0,3,0,0,win,Ernesta Kareckaite,Women's Flyweight,S-DEC,3,00:05:00,False
Bruno Lopes,Magomed Gadzhiyasulov,2025-01-11,"Las Vegas, Nevada, USA",Mark Smith,0,0,33,31,5,0,0,0,win,Bruno Lopes,Light Heavyweight,U-DEC,3,00:05:00,False
Fatima Kline,Viktoriia Dudakova,2025-01-11,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,15,1,2,2,0,0,win,Fatima Kline,Women's Strawweight,KO/TKO Elbows,2,00:04:27,False
Nurullo Aliev,Joe Solecki,2025-01-11,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,35,28,2,1,0,1,win,Nurullo Aliev,Lightweight,U-DEC,3,00:05:00,False
Joaquin Buckley,Colby Covington,2024-12-14,"Tampa, Florida, USA",Dan Miragliotta,0,0,75,37,0,1,1,0,win,Joaquin Buckley,Welterweight,KO/TKO,3,00:04:42,False
Cub Swanson,Billy Quarantillo,2024-12-14,"Tampa, Florida, USA",Jason Herzog,1,0,99,97,0,3,0,0,win,Cub Swanson,Featherweight,KO/TKO Punch,3,00:01:36,False
Manel Kape,Bruno Silva,2024-12-14,"Tampa, Florida, USA",Keith Peterson,1,0,111,57,0,0,0,0,win,Manel Kape,Flyweight,KO/TKO Punches,3,00:01:57,False
Dustin Jacoby,Vitor Petrino,2024-12-14,"Tampa, Florida, USA",Andrew Glenn,1,0,45,40,0,0,0,0,win,Dustin Jacoby,Light Heavyweight,KO/TKO Punch,3,00:03:44,False
Daniel Marcos,Adrian Yanez,2024-12-14,"Tampa, Florida, USA",Keith Peterson,0,0,86,79,2,0,0,0,win,Daniel Marcos,Bantamweight,S-DEC,3,00:05:00,False
Navajo Stirling,Tuco Tokkos,2024-12-14,"Tampa, Florida, USA",Dan Miragliotta,0,0,78,32,0,3,0,0,win,Navajo Stirling,Light Heavyweight,U-DEC,3,00:05:00,False
Michael Johnson,Ottman Azaitar,2024-12-14,"Tampa, Florida, USA",Jason Herzog,1,0,19,16,0,0,0,0,win,Michael Johnson,Lightweight,KO/TKO Punch,2,00:02:03,False
Joel Alvarez,Drakkar Klose,2024-12-14,"Tampa, Florida, USA",Dan Miragliotta,0,0,20,7,0,1,0,0,win,Joel Alvarez,Lightweight,KO/TKO Knee,1,00:02:48,False
Sean Woodson,Fernando Padilla,2024-12-14,"Tampa, Florida, USA",Andrew Glenn,1,0,38,22,0,0,0,0,win,Sean Woodson,Featherweight,KO/TKO Punches,1,00:04:58,False
Felipe Lima,Miles Johns,2024-12-14,"Tampa, Florida, USA",Jason Herzog,0,0,55,31,2,0,1,0,win,Felipe Lima,Featherweight,U-DEC,3,00:05:00,False
Miranda Maverick,Jamey-Lyn Horth,2024-12-14,"Tampa, Florida, USA",Andrew Glenn,0,0,24,15,2,1,0,1,win,Miranda Maverick,Women's Flyweight,U-DEC,3,00:05:00,False
Davey Grant,Ramon Taveras,2024-12-14,"Tampa, Florida, USA",Keith Peterson,0,0,147,69,0,0,0,0,win,Davey Grant,Bantamweight,U-DEC,3,00:05:00,False
Piera Rodriguez,Josefine Knutsson,2024-12-14,"Tampa, Florida, USA",Jason Herzog,0,0,36,26,8,0,0,0,win,Piera Rodriguez,Women's Strawweight,U-DEC,3,00:05:00,False
Alexandre Pantoja,Kai Asakura,2024-12-07,"Las Vegas, Nevada, USA",Jason Herzog,0,0,32,17,3,0,1,0,win,Alexandre Pantoja,Flyweight,SUB Rear Naked Choke,2,00:02:05,True
Shavkat Rakhmonov,Ian Machado Garry,2024-12-07,"Las Vegas, Nevada, USA",Marc Goddard,0,0,37,42,2,1,0,2,win,Shavkat Rakhmonov,Welterweight,U-DEC,5,00:05:00,False
Ciryl Gane,Alexander Volkov,2024-12-07,"Las Vegas, Nevada, USA",Mark Smith,0,0,43,39,2,3,2,1,win,Ciryl Gane,Heavyweight,S-DEC,3,00:05:00,False
Bryce Mitchell,Kron Gracie,2024-12-07,"Las Vegas, Nevada, USA",Keith Peterson,0,0,26,6,2,0,0,1,win,Bryce Mitchell,Featherweight,KO/TKO Elbows,3,00:00:39,False
Dooho Choi,Nate Landwehr,2024-12-07,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,78,25,4,0,0,0,win,Dooho Choi,Featherweight,KO/TKO Elbows,3,00:03:21,False
Dominick Reyes,Anthony Smith,2024-12-07,"Las Vegas, Nevada, USA",Marc Goddard,0,0,121,21,0,0,0,0,win,Dominick Reyes,Light Heavyweight,KO/TKO Punches,2,00:04:46,False
Vicente Luque,Themba Gorimbo,2024-12-07,"Las Vegas, Nevada, USA",Mark Smith,0,0,2,5,0,0,1,0,win,Vicente Luque,Welterweight,SUB Anaconda Choke,1,00:00:52,False
Movsar Evloev,Aljamain Sterling,2024-12-07,"Las Vegas, Nevada, USA",Jason Herzog,0,0,8,12,4,6,0,0,win,Movsar Evloev,Featherweight,U-DEC,3,00:05:00,False
Bryan Battle,Randy Brown,2024-12-07,"Las Vegas, Nevada, USA",Keith Peterson,0,0,57,60,0,2,0,0,win,Bryan Battle,Welterweight,S-DEC,3,00:05:00,False
Eryk Anders,Chris Weidman,2024-12-07,"Las Vegas, Nevada, USA",Mark Smith,0,1,62,16,0,0,0,1,win,Eryk Anders,Catch Weight,KO/TKO Punches,2,00:04:51,False
Joshua Van,Cody Durden,2024-12-07,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,165,70,0,2,0,0,win,Joshua Van,Flyweight,U-DEC,3,00:05:00,False
Michael Chiesa,Max Griffin,2024-12-07,"Las Vegas, Nevada, USA",Marc Goddard,0,0,13,10,2,0,1,0,win,Michael Chiesa,Welterweight,SUB Rear Naked Choke,3,00:01:56,False
Chase Hooper,Clay Guida,2024-12-07,"Las Vegas, Nevada, USA",Keith Peterson,0,0,7,5,3,0,1,0,win,Chase Hooper,Lightweight,SUB Armbar,1,00:03:41,False
Kennedy Nzechukwu,Lukasz Brzeski,2024-12-07,"Las Vegas, Nevada, USA",Chris Tognoni,1,0,29,32,0,0,0,0,win,Kennedy Nzechukwu,Heavyweight,KO/TKO Punch,1,00:04:51,False
Petr Yan,Deiveson Figueiredo,2024-11-23,"Macau, China",Mike Beltran,0,0,121,53,1,2,0,0,win,Petr Yan,Bantamweight,U-DEC,5,00:05:00,False
Yan Xiaonan,Tabatha Ricci,2024-11-23,"Macau, China",Marc Goddard,0,0,78,15,0,1,0,0,win,Yan Xiaonan,Women's Strawweight,U-DEC,3,00:05:00,False
Muslim Salikhov,Song Kenan,2024-11-23,"Macau, China",Mark Craig,1,0,20,9,0,0,0,0,win,Muslim Salikhov,Welterweight,KO/TKO Kick,1,00:03:49,False
Gabriella Fernandes,Wang Cong,2024-11-23,"Macau, China",Marc Goddard,1,0,18,46,0,0,1,0,win,Gabriella Fernandes,Women's Flyweight,SUB Rear Naked Choke,2,00:03:49,False
Carlos Ulberg,Volkan Oezdemir,2024-11-23,"Macau, China",Mike Beltran,0,0,98,96,0,0,0,0,win,Carlos Ulberg,Light Heavyweight,U-DEC,3,00:05:00,False
Zhang Mingyang,Ozzy Diaz,2024-11-23,"Macau, China",Kevin Sataki,1,0,17,9,0,0,0,0,win,Zhang Mingyang,Light Heavyweight,KO/TKO Elbow,1,00:02:25,False
SuYoung You,Baergeng Jieleyisi,2024-11-23,"Macau, China",Mike Beltran,0,0,42,9,2,1,0,0,win,SuYoung You,Bantamweight,U-DEC,3,00:05:00,True
DongHun Choi,Kiru Sahota,2024-11-23,"Macau, China",Mark Craig,1,0,12,2,0,0,0,0,win,DongHun Choi,Flyweight,KO/TKO Punch,1,00:02:36,True
Shi Ming,Feng Xiaocan,2024-11-23,"Macau, China",Kevin Sataki,1,0,30,48,1,0,0,0,win,Shi Ming,Women's Strawweight,KO/TKO Kick,3,00:00:46,True
Carlos Hernandez,Nyamjargal Tumendemberel,2024-11-23,"Macau, China",Marc Goddard,0,1,44,26,4,0,0,1,win,Carlos Hernandez,Flyweight,S-DEC,3,00:05:00,False
Lone'er Kavanagh,Jose Ochoa,2024-11-23,"Macau, China",Mark Craig,0,0,51,50,0,0,0,1,win,Lone'er Kavanagh,Flyweight,U-DEC,3,00:05:00,False
Xiao Long,Quang Le,2024-11-23,"Macau, China",Mike Beltran,1,0,87,64,0,1,0,0,win,Xiao Long,Bantamweight,KO/TKO Punch,3,00:01:28,False
Nikolas Motta,Maheshate,2024-11-23,"Macau, China",Kevin Sataki,2,0,78,56,0,0,0,0,win,Nikolas Motta,Lightweight,U-DEC,3,00:05:00,False
Jon Jones,Stipe Miocic,2024-11-16,"New York City, New York, USA",Herb Dean,1,0,96,37,1,0,0,0,win,Jon Jones,Heavyweight,KO/TKO Spinning Back Kick,3,00:04:29,True
Charles Oliveira,Michael Chandler,2024-11-16,"New York City, New York, USA",Keith Peterson,0,0,88,84,5,0,2,0,win,Charles Oliveira,Lightweight,U-DEC,5,00:05:00,False
Bo Nickal,Paul Craig,2024-11-16,"New York City, New York, USA",Dan Miragliotta,0,0,54,47,0,0,0,0,win,Bo Nickal,Middleweight,U-DEC,3,00:05:00,False
Viviane Araujo,Karine Silva,2024-11-16,"New York City, New York, USA",Marc Goddard,0,0,48,58,3,1,1,1,win,Viviane Araujo,Women's Flyweight,U-DEC,3,00:05:00,False
Mauricio Ruffy,James Llontop,2024-11-16,"New York City, New York, USA",Kevin MacDonald,1,0,67,90,0,0,0,0,win,Mauricio Ruffy,Catch Weight,U-DEC,3,00:05:00,False
Marcus McGhee,Jonathan Martinez,2024-11-16,"New York City, New York, USA",Herb Dean,0,0,102,48,0,0,0,0,win,Marcus McGhee,Bantamweight,U-DEC,3,00:05:00,False
Jim Miller,Damon Jackson,2024-11-16,"New York City, New York, USA",Keith Peterson,0,0,10,16,0,0,1,0,win,Jim Miller,Lightweight,SUB Guillotine Choke,1,00:02:44,False
David Onama,Roberto Romero,2024-11-16,"New York City, New York, USA",Marc Goddard,1,1,121,74,1,0,1,0,win,David Onama,Lightweight,U-DEC,3,00:05:00,False
Marcin Tybura,Jhonata Diniz,2024-11-16,"New York City, New York, USA",Herb Dean,0,0,35,15,1,0,0,0,win,Marcin Tybura,Heavyweight,KO/TKO,2,00:05:00,False
Ramiz Brahimaj,Mickey Gall,2024-11-16,"New York City, New York, USA",Kevin MacDonald,1,0,31,28,0,0,0,0,win,Ramiz Brahimaj,Welterweight,KO/TKO Punch,1,00:02:55,False
Oban Elliott,Bassil Hafez,2024-11-16,"New York City, New York, USA",Marc Goddard,1,0,65,24,0,0,0,0,win,Oban Elliott,Welterweight,KO/TKO Punch,3,00:00:40,False
Eduarda Moura,Veronica Hardy,2024-11-16,"New York City, New York, USA",Dan Miragliotta,0,0,26,46,3,0,0,0,win,Eduarda Moura,Women's Flyweight,U-DEC,3,00:05:00,False
Carlos Prates,Neil Magny,2024-11-09,"Las Vegas, Nevada, USA",Mark Smith,2,0,12,10,1,0,0,0,win,Carlos Prates,Welterweight,KO/TKO Punch,1,00:04:50,False
Reinier de Ridder,Gerald Meerschaert,2024-11-09,"Las Vegas, Nevada, USA",Mike Beltran,1,0,38,30,5,0,1,0,win,Reinier de Ridder,Middleweight,SUB Arm Triangle,3,00:01:44,False
Gaston Bolanos,Cortavious Romious,2024-11-09,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,53,17,2,4,0,0,win,Gaston Bolanos,Bantamweight,U-DEC,3,00:05:00,False
Gillian Robertson,Luana Pinheiro,2024-11-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,52,42,5,0,0,0,win,Gillian Robertson,Women's Strawweight,U-DEC,3,00:05:00,False
Mansur Abdul-Malik,Dusko Todorovic,2024-11-09,"Las Vegas, Nevada, USA",Mike Beltran,1,0,29,3,0,0,0,0,win,Mansur Abdul-Malik,Middleweight,KO/TKO Punches,1,00:02:44,False
Denise Gomes,Karolina Kowalkiewicz,2024-11-09,"Las Vegas, Nevada, USA",Mark Smith,0,0,73,46,0,0,1,0,win,Denise Gomes,Women's Strawweight,U-DEC,3,00:05:00,False
Elizeu Zaleski dos Santos,Zachary Scroggin,2024-11-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,11,3,0,0,0,0,win,Elizeu Zaleski dos Santos,Welterweight,KO/TKO Punches,1,00:01:15,False
Charles Radtke,Matthew Semelsberger,2024-11-09,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,7,2,0,0,0,0,win,Charles Radtke,Welterweight,KO/TKO Punches,1,00:00:51,False
Da'Mon Blackshear,Cody Stamann,2024-11-09,"Las Vegas, Nevada, USA",Mike Beltran,0,0,20,13,0,0,3,0,win,Da'Mon Blackshear,Bantamweight,SUB Rear Naked Choke,1,00:04:19,False
Tresean Gore,Antonio Trocoli,2024-11-09,"Las Vegas, Nevada, USA",Kerry Hatley,0,0,3,2,1,0,1,0,win,Tresean Gore,Middleweight,SUB Guillotine Choke,1,00:01:23,False
Melissa Mullins,Klaudia Sygula,2024-11-09,"Las Vegas, Nevada, USA",Chris Tognoni,0,0,38,12,2,0,0,0,win,Melissa Mullins,Women's Bantamweight,KO/TKO Punches,2,00:01:20,False
Brandon Moreno,Amir Albazi,2024-11-02,"Edmonton, Alberta, Canada",Marc Goddard,0,0,132,63,0,1,0,0,win,Brandon Moreno,Flyweight,U-DEC,5,00:05:00,False
Erin Blanchfield,Rose Namajunas,2024-11-02,"Edmonton, Alberta, Canada",Blake Grice,0,0,110,94,2,1,0,0,win,Erin Blanchfield,Women's Flyweight,U-DEC,5,00:05:00,False
Brendson Ribeiro,Caio Machado,2024-11-02,"Edmonton, Alberta, Canada",Jerin Valel,0,0,49,76,0,0,0,0,win,Brendson Ribeiro,Light Heavyweight,S-DEC,3,00:05:00,False
Jasmine Jasudavicius,Ariane da Silva,2024-11-02,"Edmonton, Alberta, Canada",Luke Boutin,0,0,36,42,3,0,1,0,win,Jasmine Jasudavicius,Women's Flyweight,SUB D'Arce Choke,3,00:02:28,False
Dustin Stoltzfus,Marc-Andre Barriault,2024-11-02,"Edmonton, Alberta, Canada",Marc Goddard,1,0,13,7,0,0,1,0,win,Dustin Stoltzfus,Middleweight,KO/TKO Punch,1,00:04:28,False
Mike Malott,Trevin Giles,2024-11-02,"Edmonton, Alberta, Canada",Andy Social,0,0,59,34,0,0,0,0,win,Mike Malott,Welterweight,U-DEC,3,00:05:00,False
Aiemann Zahabi,Pedro Munhoz,2024-11-02,"Edmonton, Alberta, Canada",Jerin Valel,0,0,109,95,0,0,0,0,win,Aiemann Zahabi,Bantamweight,U-DEC,3,00:05:00,False
Charles Jourdain,Victor Henry,2024-11-02,"Edmonton, Alberta, Canada",Blake Grice,0,0,39,24,0,4,1,0,win,Charles Jourdain,Bantamweight,SUB Guillotine Choke,2,00:03:43,False
Youssef Zalal,Jack Shore,2024-11-02,"Edmonton, Alberta, Canada",Luke Boutin,1,0,13,8,1,2,1,0,win,Youssef Zalal,Featherweight,SUB Arm Triangle,2,00:00:59,False
Alexandr Romanov,Rodrigo Nascimento,2024-11-02,"Edmonton, Alberta, Canada",Marc Goddard,0,0,45,31,6,0,1,0,win,Alexandr Romanov,Heavyweight,U-DEC,3,00:05:00,False
Serhiy Sidey,Garrett Armfield,2024-11-02,"Edmonton, Alberta, Canada",Andy Social,0,0,68,71,0,4,3,1,win,Serhiy Sidey,Bantamweight,S-DEC,3,00:05:00,False
Cody Gibson,Chad Anheliger,2024-11-02,"Edmonton, Alberta, Canada",Jerin Valel,0,0,16,11,5,0,2,0,win,Cody Gibson,Bantamweight,U-DEC,3,00:05:00,False
Jamey-Lyn Horth,Ivana Petrovic,2024-11-02,"Edmonton, Alberta, Canada",Blake Grice,0,0,29,25,2,2,0,0,win,Jamey-Lyn Horth,Women's Flyweight,S-DEC,3,00:05:00,False
Ilia Topuria,Max Holloway,2024-10-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,75,79,2,0,0,0,win,Ilia Topuria,Featherweight,KO/TKO Punch,3,00:01:34,True
