fighter_1,fighter_2,date,location,referee,fighter_1_kd,fighter_2_kd,fighter_1_sig_str,fighter_2_sig_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,result,winner,weight_class,method,rounds,time,title_fight
Benson Henderson,Rustam Khabilov,2014-06-07,"Albuquerque, New Mexico, USA",Mario Yamasaki,1,0,26,18,1,6,2,0,win,Benson Henderson,Lightweight,SUB Rear Naked Choke,4,00:01:16,False
Diego Sanchez,Ross Pearson,2014-06-07,"Albuquerque, New Mexico, USA",Kevin Mulhall,0,1,33,51,0,1,0,0,win,Diego Sanchez,Lightweight,S-DEC,3,00:05:00,False
John Dodson,John Moraga,2014-06-07,"Albuquerque, New Mexico, USA",Mario Yamasaki,1,0,27,8,1,0,0,0,win,John Dodson,Flyweight,KO/TKO,2,00:05:00,False
Rafael Dos Anjos,Jason High,2014-06-07,"Albuquerque, New Mexico, USA",Kevin Mulhall,1,0,36,24,2,3,3,0,win,Rafael Dos Anjos,Lightweight,KO/TKO Punch,2,00:03:36,False
Piotr Hallmann,Yves Edwards,2014-06-07,"Albuquerque, New Mexico, USA",Mario Yamasaki,0,0,56,27,4,1,1,0,win,Piotr Hallmann,Lightweight,SUB Rear Naked Choke,3,00:02:31,False
Bryan Caraway,Erik Perez,2014-06-07,"Albuquerque, New Mexico, USA",Raul Porrata,0,0,7,10,2,1,2,0,win,Bryan Caraway,Bantamweight,SUB Rear Naked Choke,2,00:01:52,False
Sergio Pettis,Yaotzin Meza,2014-06-07,"Albuquerque, New Mexico, USA",Kevin Mulhall,0,0,54,43,0,1,0,0,win,Sergio Pettis,Bantamweight,U-DEC,3,00:05:00,False
Lance Benoist,Bobby Voelker,2014-06-07,"Albuquerque, New Mexico, USA",Mario Yamasaki,0,0,56,37,2,0,0,0,win,Lance Benoist,Welterweight,U-DEC,3,00:05:00,False
Scott Jorgensen,Danny Martinez,2014-06-07,"Albuquerque, New Mexico, USA",Kevin Mulhall,0,1,40,47,10,0,0,0,win,Scott Jorgensen,Flyweight,U-DEC,3,00:05:00,False
Jon Tuck,Jake Lindsey,2014-06-07,"Albuquerque, New Mexico, USA",Raul Porrata,0,0,46,49,3,0,0,0,win,Jon Tuck,Lightweight,KO/TKO Kick,3,00:02:47,False
Patrick Cummins,Roger Narvaez,2014-06-07,"Albuquerque, New Mexico, USA",Raul Porrata,0,0,32,3,3,0,1,0,win,Patrick Cummins,Light Heavyweight,KO/TKO Punches,2,00:02:28,False
Stipe Miocic,Fabio Maldonado,2014-05-31,"Sao Paulo, Brazil",Mario Yamasaki,1,0,8,2,0,0,0,0,win,Stipe Miocic,Heavyweight,KO/TKO Punch,1,00:00:35,False
Antonio Carlos Junior,Vitor Miranda,2014-05-31,"Sao Paulo, Brazil",Herb Dean,0,0,19,21,5,0,1,0,win,Antonio Carlos Junior,Heavyweight,U-DEC,3,00:05:00,True
Warlley Alves,Marcio Alexandre Junior,2014-05-31,"Sao Paulo, Brazil",Mario Yamasaki,1,0,19,8,2,0,1,0,win,Warlley Alves,Middleweight,SUB Guillotine Choke,3,00:00:25,True
Demian Maia,Alexander Yakovlev,2014-05-31,"Sao Paulo, Brazil",Herb Dean,1,0,29,22,2,1,0,0,win,Demian Maia,Welterweight,U-DEC,3,00:05:00,False
Robert Peralta,Rony Jason,2014-05-31,"Sao Paulo, Brazil",Mario Yamasaki,0,0,51,30,1,2,0,1,win,Robert Peralta,Featherweight,S-DEC,3,00:05:00,False
Rashid Magomedov,Rodrigo Damm,2014-05-31,"Sao Paulo, Brazil",Herb Dean,1,0,63,37,0,0,0,0,win,Rashid Magomedov,Lightweight,U-DEC,3,00:05:00,False
Elias Silverio,Ernest Chavez,2014-05-31,"Sao Paulo, Brazil",Osiris Maia,0,0,65,54,1,0,1,0,win,Elias Silverio,Lightweight,SUB Rear Naked Choke,3,00:04:21,False
Gasan Umalatov,Paulo Thiago,2014-05-31,"Sao Paulo, Brazil",Wernei Cardoso,0,0,24,42,1,1,0,0,win,Gasan Umalatov,Welterweight,U-DEC,3,00:05:00,False
Edimilson Souza,Mark Eddiva,2014-05-31,"Sao Paulo, Brazil",Herb Dean,0,0,79,54,0,0,0,0,win,Edimilson Souza,Featherweight,KO/TKO Punches,2,00:04:52,False
Ricardo Abreu,Wagner Silva,2014-05-31,"Sao Paulo, Brazil",Osiris Maia,2,0,33,17,0,0,1,0,win,Ricardo Abreu,Middleweight,SUB Rear Naked Choke,2,00:01:06,False
Marcos Rogerio de Lima,Richardson Moreira,2014-05-31,"Sao Paulo, Brazil",Wernei Cardoso,1,0,7,3,0,0,0,0,win,Marcos Rogerio de Lima,Heavyweight,KO/TKO Punch,1,00:00:20,False
Pedro Munhoz,Matt Hobar,2014-05-31,"Sao Paulo, Brazil",Mario Yamasaki,0,0,24,7,2,0,1,0,win,Pedro Munhoz,Bantamweight,KO/TKO Punches,1,00:02:47,False
Gegard Mousasi,Mark Munoz,2014-05-31,"Berlin, Germany",Marc Goddard,0,0,18,3,0,0,2,0,win,Gegard Mousasi,Middleweight,SUB Rear Naked Choke,1,00:03:57,False
CB Dollaway,Francis Carmont,2014-05-31,"Berlin, Germany",Leon Roberts,1,0,44,29,3,1,0,1,win,CB Dollaway,Middleweight,U-DEC,3,00:05:00,False
Sean Strickland,Luke Barnatt,2014-05-31,"Berlin, Germany",Grant Waterman,0,0,48,44,1,0,0,0,win,Sean Strickland,Middleweight,S-DEC,3,00:05:00,False
Niklas Backstrom,Tom Niinimaki,2014-05-31,"Berlin, Germany",Leon Roberts,0,0,5,7,0,2,2,0,win,Niklas Backstrom,Featherweight,SUB Rear Naked Choke,1,00:04:15,False
Nick Hein,Drew Dober,2014-05-31,"Berlin, Germany",Marc Goddard,0,0,50,49,2,0,0,0,win,Nick Hein,Lightweight,U-DEC,3,00:05:00,False
Magnus Cedenblad,Krzysztof Jotko,2014-05-31,"Berlin, Germany",Wolf Menninger,0,0,17,15,3,0,1,0,win,Magnus Cedenblad,Middleweight,SUB Guillotine Choke,2,00:04:59,False
Iuri Alcantara,Vaughan Lee,2014-05-31,"Berlin, Germany",Grant Waterman,1,0,5,4,0,0,0,0,win,Iuri Alcantara,Bantamweight,KO/TKO Punch,1,00:00:25,False
Peter Sobotta,Pawel Pawlak,2014-05-31,"Berlin, Germany",Leon Roberts,0,0,47,21,3,0,0,0,win,Peter Sobotta,Welterweight,U-DEC,3,00:05:00,False
Maximo Blanco,Andy Ogle,2014-05-31,"Berlin, Germany",Wolf Menninger,1,0,60,44,1,1,0,0,win,Maximo Blanco,Featherweight,U-DEC,3,00:05:00,False
Ruslan Magomedov,Viktor Pesta,2014-05-31,"Berlin, Germany",Marc Goddard,0,0,47,26,0,1,0,0,win,Ruslan Magomedov,Heavyweight,U-DEC,3,00:05:00,False
TJ Dillashaw,Renan Barao,2014-05-24,"Las Vegas, Nevada, USA",Herb Dean,2,0,140,64,0,0,2,0,win,TJ Dillashaw,Bantamweight,KO/TKO Punches,5,00:02:26,True
Daniel Cormier,Dan Henderson,2014-05-24,"Las Vegas, Nevada, USA",Yves Lavigne,0,0,50,6,3,0,2,0,win,Daniel Cormier,Light Heavyweight,SUB Rear Naked Choke,3,00:03:53,False
Robbie Lawler,Jake Ellenberger,2014-05-24,"Las Vegas, Nevada, USA",Herb Dean,1,0,68,29,0,2,0,0,win,Robbie Lawler,Welterweight,KO/TKO Knee,3,00:03:06,False
Takeya Mizugaki,Francisco Rivera,2014-05-24,"Las Vegas, Nevada, USA",Yves Lavigne,1,0,35,41,0,3,0,1,win,Takeya Mizugaki,Bantamweight,U-DEC,3,00:05:00,False
James Krause,Jamie Varner,2014-05-24,"Las Vegas, Nevada, USA",Jason Herzog,0,0,22,7,0,1,0,0,win,James Krause,Lightweight,KO/TKO,1,00:05:00,False
Michael Chiesa,Francisco Trinaldo,2014-05-24,"Las Vegas, Nevada, USA",Herb Dean,0,0,19,13,2,0,0,1,win,Michael Chiesa,Lightweight,U-DEC,3,00:05:00,False
Tony Ferguson,Katsunori Kikuno,2014-05-24,"Las Vegas, Nevada, USA",Yves Lavigne,1,0,38,22,1,0,1,0,win,Tony Ferguson,Lightweight,KO/TKO Punch,1,00:04:06,False
Chris Holdsworth,Chico Camus,2014-05-24,"Las Vegas, Nevada, USA",Mark Smith,0,0,26,25,4,0,2,0,win,Chris Holdsworth,Bantamweight,U-DEC,3,00:05:00,False
Mitch Clarke,Al Iaquinta,2014-05-24,"Las Vegas, Nevada, USA",Jason Herzog,0,0,8,13,0,1,1,2,win,Mitch Clarke,Lightweight,SUB D'Arce Choke,2,00:00:57,False
Vinc Pichel,Anthony Njokuani,2014-05-24,"Las Vegas, Nevada, USA",Mark Smith,0,0,57,24,8,0,0,0,win,Vinc Pichel,Lightweight,U-DEC,3,00:05:00,False
Sam Sicilia,Aaron Phillips,2014-05-24,"Las Vegas, Nevada, USA",Jason Herzog,0,0,37,18,5,0,1,1,win,Sam Sicilia,Featherweight,U-DEC,3,00:05:00,False
Li Jingliang,David Michaud,2014-05-24,"Las Vegas, Nevada, USA",Mark Smith,0,0,61,41,2,3,0,2,win,Li Jingliang,Welterweight,S-DEC,3,00:05:00,False
Matt Brown,Erick Silva,2014-05-10,"Cincinnati, Ohio, USA",Herb Dean,0,1,118,25,5,0,4,1,win,Matt Brown,Welterweight,KO/TKO Punches,3,00:02:11,False
Constantinos Philippou,Lorenz Larkin,2014-05-10,"Cincinnati, Ohio, USA",Keith Peterson,1,0,15,16,0,0,0,0,win,Constantinos Philippou,Middleweight,KO/TKO Punch,1,00:03:47,False
Daron Cruickshank,Erik Koch,2014-05-10,"Cincinnati, Ohio, USA",Gary Copeland,1,0,24,6,0,0,0,0,win,Daron Cruickshank,Lightweight,KO/TKO Kick,1,00:03:21,False
Neil Magny,Tim Means,2014-05-10,"Cincinnati, Ohio, USA",Jerry Krysz,0,0,29,30,4,3,0,1,win,Neil Magny,Welterweight,U-DEC,3,00:05:00,False
Soa Palelei,Ruan Potts,2014-05-10,"Cincinnati, Ohio, USA",Keith Peterson,0,0,5,0,1,0,0,2,win,Soa Palelei,Heavyweight,KO/TKO Punch,1,00:02:20,False
Chris Cariaso,Louis Smolka,2014-05-10,"Cincinnati, Ohio, USA",Herb Dean,0,0,64,42,2,1,4,0,win,Chris Cariaso,Flyweight,S-DEC,3,00:05:00,False
Ed Herman,Rafael Natal,2014-05-10,"Cincinnati, Ohio, USA",Jerry Krysz,0,0,51,35,1,1,0,0,win,Ed Herman,Middleweight,U-DEC,3,00:05:00,False
Kyoji Horiguchi,Darrell Montague,2014-05-10,"Cincinnati, Ohio, USA",Gary Copeland,1,0,65,26,2,1,0,2,win,Kyoji Horiguchi,Flyweight,U-DEC,3,00:05:00,False
Zak Cummings,Yan Cabral,2014-05-10,"Cincinnati, Ohio, USA",Keith Peterson,0,0,28,23,3,1,1,2,win,Zak Cummings,Welterweight,U-DEC,3,00:05:00,False
Johnny Eduardo,Eddie Wineland,2014-05-10,"Cincinnati, Ohio, USA",Herb Dean,1,0,11,6,0,0,0,0,win,Johnny Eduardo,Bantamweight,KO/TKO Punch,1,00:04:37,False
Nik Lentz,Manvel Gamburyan,2014-05-10,"Cincinnati, Ohio, USA",Jerry Krysz,0,0,52,28,4,1,0,1,win,Nik Lentz,Featherweight,U-DEC,3,00:05:00,False
Justin Salas,Ben Wall,2014-05-10,"Cincinnati, Ohio, USA",Gary Copeland,1,0,20,4,0,0,0,0,win,Justin Salas,Lightweight,KO/TKO Punch,1,00:02:41,False
Albert Tumenov,Anthony Lapsley,2014-05-10,"Cincinnati, Ohio, USA",Keith Peterson,2,0,6,2,0,0,0,0,win,Albert Tumenov,Welterweight,KO/TKO Punch,1,00:03:56,False
Jon Jones,Glover Teixeira,2014-04-26,"Baltimore, Maryland, USA",Dan Miragliotta,0,0,138,53,3,0,2,0,win,Jon Jones,Light Heavyweight,U-DEC,5,00:05:00,True
Anthony Johnson,Phil Davis,2014-04-26,"Baltimore, Maryland, USA",Herb Dean,0,0,45,21,0,0,0,0,win,Anthony Johnson,Light Heavyweight,U-DEC,3,00:05:00,False
Luke Rockhold,Tim Boetsch,2014-04-26,"Baltimore, Maryland, USA",Mario Yamasaki,0,0,4,1,0,0,2,0,win,Luke Rockhold,Middleweight,SUB Kimura,1,00:02:08,False
Jim Miller,Yancy Medeiros,2014-04-26,"Baltimore, Maryland, USA",Mario Yamasaki,0,0,5,9,0,0,1,0,win,Jim Miller,Lightweight,SUB Guillotine Choke,1,00:03:18,False
Max Holloway,Andre Fili,2014-04-26,"Baltimore, Maryland, USA",Kevin Mulhall,0,0,47,44,0,3,2,0,win,Max Holloway,Featherweight,SUB Guillotine Choke,3,00:03:39,False
Joseph Benavidez,Tim Elliott,2014-04-26,"Baltimore, Maryland, USA",Mario Yamasaki,0,0,9,16,0,3,1,0,win,Joseph Benavidez,Flyweight,SUB Guillotine Choke,1,00:04:08,False
Takanori Gomi,Isaac Vallie-Flagg,2014-04-26,"Baltimore, Maryland, USA",Herb Dean,0,0,130,107,0,1,0,0,win,Takanori Gomi,Lightweight,U-DEC,3,00:05:00,False
Bethe Correia,Jessamyn Duke,2014-04-26,"Baltimore, Maryland, USA",Kevin Mulhall,0,0,91,54,0,1,0,0,win,Bethe Correia,Women's Bantamweight,U-DEC,3,00:05:00,False
Danny Castillo,Charlie Brenneman,2014-04-26,"Baltimore, Maryland, USA",Dan Miragliotta,1,0,16,13,0,2,0,0,win,Danny Castillo,Lightweight,KO/TKO Punch,2,00:00:21,False
Chris Beal,Patrick Williams,2014-04-26,"Baltimore, Maryland, USA",Herb Dean,1,0,19,14,0,2,0,0,win,Chris Beal,Bantamweight,KO/TKO Flying Knee,2,00:01:51,False
Fabricio Werdum,Travis Browne,2014-04-19,"Orlando, Florida, USA",John McCarthy,0,0,121,60,2,0,0,0,win,Fabricio Werdum,Heavyweight,U-DEC,5,00:05:00,False
Miesha Tate,Liz Carmouche,2014-04-19,"Orlando, Florida, USA",Herb Dean,0,0,27,18,1,5,2,0,win,Miesha Tate,Women's Bantamweight,U-DEC,3,00:05:00,False
Donald Cerrone,Edson Barboza,2014-04-19,"Orlando, Florida, USA",Jorge Alonso,1,0,11,28,0,0,2,0,win,Donald Cerrone,Lightweight,SUB Rear Naked Choke,1,00:03:15,False
Yoel Romero,Brad Tavares,2014-04-19,"Orlando, Florida, USA",Jorge Ortiz,0,0,31,21,7,0,0,0,win,Yoel Romero,Middleweight,U-DEC,3,00:05:00,False
Khabib Nurmagomedov,Rafael Dos Anjos,2014-04-19,"Orlando, Florida, USA",John McCarthy,0,0,36,20,6,0,0,0,win,Khabib Nurmagomedov,Lightweight,U-DEC,3,00:05:00,False
Thiago Alves,Seth Baczynski,2014-04-19,"Orlando, Florida, USA",Herb Dean,0,0,116,90,0,0,0,0,win,Thiago Alves,Welterweight,U-DEC,3,00:05:00,False
Jorge Masvidal,Pat Healy,2014-04-19,"Orlando, Florida, USA",Jorge Alonso,0,0,69,32,1,2,0,0,win,Jorge Masvidal,Lightweight,U-DEC,3,00:05:00,False
Alex White,Estevan Payan,2014-04-19,"Orlando, Florida, USA",Jorge Ortiz,1,0,20,10,0,0,0,0,win,Alex White,Featherweight,KO/TKO Punch,1,00:01:28,False
Caio Magalhaes,Luke Zachrich,2014-04-19,"Orlando, Florida, USA",John McCarthy,1,0,16,3,0,0,0,0,win,Caio Magalhaes,Middleweight,KO/TKO Punch,1,00:00:44,False
Jordan Mein,Hernani Perpetuo,2014-04-19,"Orlando, Florida, USA",Herb Dean,0,0,46,21,4,0,0,1,win,Jordan Mein,Welterweight,S-DEC,3,00:05:00,False
Dustin Ortiz,Ray Borg,2014-04-19,"Orlando, Florida, USA",Jorge Alonso,0,0,46,12,2,5,0,2,win,Dustin Ortiz,Flyweight,S-DEC,3,00:05:00,False
Mirsad Bektic,Chas Skelly,2014-04-19,"Orlando, Florida, USA",Jorge Ortiz,0,0,27,19,2,0,0,0,win,Mirsad Bektic,Featherweight,M-DEC,3,00:05:00,False
Derrick Lewis,Jack May,2014-04-19,"Orlando, Florida, USA",John McCarthy,0,0,22,5,1,1,0,0,win,Derrick Lewis,Heavyweight,KO/TKO Punches,1,00:04:23,False
Tim Kennedy,Michael Bisping,2014-04-16,"Quebec City, Quebec, Canada",Yves Lavigne,0,0,51,40,5,0,0,0,win,Tim Kennedy,Middleweight,U-DEC,5,00:05:00,False
Patrick Cote,Kyle Noke,2014-04-16,"Quebec City, Quebec, Canada",Dan Miragliotta,0,0,33,50,3,0,0,0,win,Patrick Cote,Welterweight,U-DEC,3,00:05:00,False
Elias Theodorou,Sheldon Westcott,2014-04-16,"Quebec City, Quebec, Canada",Philippe Chartier,0,0,73,13,3,2,0,0,win,Elias Theodorou,Middleweight,KO/TKO Elbows,2,00:04:41,True
Chad Laprise,Olivier Aubin-Mercier,2014-04-16,"Quebec City, Quebec, Canada",Yves Lavigne,0,0,71,45,0,2,0,0,win,Chad Laprise,Welterweight,S-DEC,3,00:05:00,True
Dustin Poirier,Akira Corassani,2014-04-16,"Quebec City, Quebec, Canada",Dan Miragliotta,1,0,45,24,0,0,1,0,win,Dustin Poirier,Featherweight,KO/TKO Punch,2,00:00:42,False
KJ Noons,Sam Stout,2014-04-16,"Quebec City, Quebec, Canada",Philippe Chartier,1,0,7,5,0,0,0,0,win,KJ Noons,Welterweight,KO/TKO Punch,1,00:00:30,False
Sarah Kaufman,Leslie Smith,2014-04-16,"Quebec City, Quebec, Canada",Yves Lavigne,0,0,202,79,1,0,0,0,win,Sarah Kaufman,Women's Bantamweight,U-DEC,3,00:05:00,False
Ryan Jimmo,Sean O'Connell,2014-04-16,"Quebec City, Quebec, Canada",Dan Miragliotta,1,0,20,15,1,0,0,0,win,Ryan Jimmo,Light Heavyweight,KO/TKO Punch,1,00:04:27,False
George Roop,Dustin Kimura,2014-04-16,"Quebec City, Quebec, Canada",Philippe Chartier,0,0,53,7,2,3,0,0,win,George Roop,Bantamweight,U-DEC,3,00:05:00,False
Mark Bocek,Mike de la Torre,2014-04-16,"Quebec City, Quebec, Canada",Yves Lavigne,0,0,70,57,3,1,0,0,win,Mark Bocek,Lightweight,S-DEC,3,00:05:00,False
Nordine Taleb,Vik Grujic,2014-04-16,"Quebec City, Quebec, Canada",Dan Miragliotta,0,0,48,4,4,0,0,0,win,Nordine Taleb,Middleweight,U-DEC,3,00:05:00,False
Richard Walsh,Chris Indich,2014-04-16,"Quebec City, Quebec, Canada",Philippe Chartier,0,0,71,12,5,0,0,2,win,Richard Walsh,Welterweight,U-DEC,3,00:05:00,False
Mitch Gagnon,Tim Gorman,2014-04-16,"Quebec City, Quebec, Canada",Dan Miragliotta,0,0,47,15,2,0,5,0,win,Mitch Gagnon,Bantamweight,U-DEC,3,00:05:00,False
Roy Nelson,Antonio Rodrigo Nogueira,2014-04-11,"Abu Dhabi, United Arab Emirates",Leon Roberts,2,0,19,12,0,0,0,0,win,Roy Nelson,Heavyweight,KO/TKO Punch,1,00:03:37,False
Clay Guida,Tatsuya Kawajiri,2014-04-11,"Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,47,19,3,1,0,1,win,Clay Guida,Featherweight,U-DEC,3,00:05:00,False
Ryan LaFlare,John Howard,2014-04-11,"Abu Dhabi, United Arab Emirates",Leon Roberts,0,1,64,35,4,1,0,0,win,Ryan LaFlare,Welterweight,U-DEC,3,00:05:00,False
Ramsey Nijem,Beneil Dariush,2014-04-11,"Abu Dhabi, United Arab Emirates",Neil Hall,2,0,34,9,1,0,1,0,win,Ramsey Nijem,Lightweight,KO/TKO Punches,1,00:04:20,False
Jared Rosholt,Daniel Omielanczuk,2014-04-11,"Abu Dhabi, United Arab Emirates",Marc Goddard,0,0,34,10,3,0,0,0,win,Jared Rosholt,Heavyweight,U-DEC,3,00:05:00,False
Thales Leites,Trevor Smith,2014-04-11,"Abu Dhabi, United Arab Emirates",Neil Hall,1,0,5,3,0,0,0,0,win,Thales Leites,Middleweight,KO/TKO Punch,1,00:00:45,False
Jim Alers,Alan Omer,2014-04-11,"Abu Dhabi, United Arab Emirates",Marc Goddard,1,0,36,58,2,1,0,0,win,Jim Alers,Featherweight,S-DEC,3,00:05:00,False
Dan Henderson,Mauricio Rua,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Herb Dean,1,2,23,48,0,1,0,0,win,Dan Henderson,Light Heavyweight,KO/TKO Punch,3,00:01:31,False
CB Dollaway,Cezar Ferreira,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Mario Yamasaki,1,0,12,3,0,0,0,0,win,CB Dollaway,Middleweight,KO/TKO Punch,1,00:00:39,False
Fabio Maldonado,Gian Villante,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Herb Dean,0,0,132,33,0,3,0,0,win,Fabio Maldonado,Light Heavyweight,U-DEC,3,00:05:00,False
Michel Prazeres,Mairbek Taisumov,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Mario Yamasaki,1,0,35,26,3,0,0,0,win,Michel Prazeres,Lightweight,U-DEC,3,00:05:00,False
Rony Jason,Steven Siler,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Wernei Cardoso,1,0,3,11,0,0,0,0,win,Rony Jason,Featherweight,KO/TKO Punch,1,00:01:17,False
Thiago Santos,Ronny Markes,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Mario Yamasaki,1,0,7,0,0,0,0,0,win,Thiago Santos,Middleweight,KO/TKO Kick,1,00:00:53,False
Jussier Formiga,Scott Jorgensen,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Wernei Cardoso,0,0,9,6,1,0,1,0,win,Jussier Formiga,Flyweight,SUB Rear Naked Choke,1,00:03:07,False
Kenny Robertson,Thiago Perpetuo,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Herb Dean,0,0,9,0,1,1,1,0,win,Kenny Robertson,Welterweight,SUB Rear Naked Choke,1,00:01:45,False
Hans Stringer,Francimar Barroso,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Mario Yamasaki,0,0,44,36,1,3,0,0,win,Hans Stringer,Light Heavyweight,S-DEC,3,00:05:00,False
Godofredo Pepey,Noad Lahat,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Wernei Cardoso,1,0,5,11,0,0,0,0,win,Godofredo Pepey,Featherweight,KO/TKO Flying Knee,1,00:02:39,False
Johny Hendricks,Robbie Lawler,2014-03-15,"Dallas, Texas, USA",Dan Miragliotta,0,0,158,150,2,0,0,0,win,Johny Hendricks,Welterweight,U-DEC,5,00:05:00,True
Tyron Woodley,Carlos Condit,2014-03-15,"Dallas, Texas, USA",Jacob Montalvo,1,0,14,13,3,0,0,1,win,Tyron Woodley,Welterweight,KO/TKO,2,00:02:00,False
Myles Jury,Diego Sanchez,2014-03-15,"Dallas, Texas, USA",Kerry Hatley,0,0,46,25,3,0,0,2,win,Myles Jury,Lightweight,U-DEC,3,00:05:00,False
Hector Lombard,Jake Shields,2014-03-15,"Dallas, Texas, USA",Don Turnage,0,0,27,4,5,0,0,1,win,Hector Lombard,Welterweight,U-DEC,3,00:05:00,False
Ovince Saint Preux,Nikita Krylov,2014-03-15,"Dallas, Texas, USA",Dan Miragliotta,0,0,1,1,1,0,1,0,win,Ovince Saint Preux,Light Heavyweight,SUB Von Flue Choke,1,00:01:29,False
Kelvin Gastelum,Rick Story,2014-03-15,"Dallas, Texas, USA",Jacob Montalvo,0,1,59,45,1,0,0,0,win,Kelvin Gastelum,Welterweight,S-DEC,3,00:05:00,False
Jessica Andrade,Raquel Pennington,2014-03-15,"Dallas, Texas, USA",Don Turnage,0,0,66,82,3,2,0,2,win,Jessica Andrade,Women's Bantamweight,S-DEC,3,00:05:00,False
Dennis Bermudez,Jimy Hettes,2014-03-15,"Dallas, Texas, USA",Kerry Hatley,3,0,55,34,6,0,1,0,win,Dennis Bermudez,Featherweight,KO/TKO Knee,3,00:02:57,False
Alex Garcia,Sean Spencer,2014-03-15,"Dallas, Texas, USA",Don Turnage,1,0,61,58,8,0,0,0,win,Alex Garcia,Welterweight,S-DEC,3,00:05:00,False
Francisco Trevino,Renee Forte,2014-03-15,"Dallas, Texas, USA",Dan Miragliotta,0,0,47,14,2,5,0,0,win,Francisco Trevino,Lightweight,U-DEC,3,00:05:00,False
Justin Scoggins,Will Campuzano,2014-03-15,"Dallas, Texas, USA",Jacob Montalvo,0,0,61,4,6,0,0,1,win,Justin Scoggins,Flyweight,U-DEC,3,00:05:00,False
Alexander Gustafsson,Jimi Manuwa,2014-03-08,"London, England, United Kingdom",Marc Goddard,1,0,21,13,1,0,0,0,win,Alexander Gustafsson,Light Heavyweight,KO/TKO Knee,2,00:01:18,False
Michael Johnson,Melvin Guillard,2014-03-08,"London, England, United Kingdom",Leon Roberts,0,0,48,22,1,0,0,0,win,Michael Johnson,Lightweight,U-DEC,3,00:05:00,False
Brad Pickett,Neil Seery,2014-03-08,"London, England, United Kingdom",Neil Hall,0,0,49,47,4,0,1,0,win,Brad Pickett,Flyweight,U-DEC,3,00:05:00,False
Gunnar Nelson,Omari Akhmedov,2014-03-08,"London, England, United Kingdom",Grant Waterman,0,0,16,6,1,0,1,0,win,Gunnar Nelson,Welterweight,SUB Guillotine Choke,1,00:04:36,False
Ilir Latifi,Cyrille Diabate,2014-03-08,"London, England, United Kingdom",Leon Roberts,0,0,0,0,1,0,2,0,win,Ilir Latifi,Light Heavyweight,SUB Guillotine Choke,1,00:03:02,False
Luke Barnatt,Mats Nilsson,2014-03-08,"London, England, United Kingdom",Marc Goddard,0,0,45,25,0,0,0,0,win,Luke Barnatt,Middleweight,KO/TKO Kick,1,00:04:24,False
Claudio Silva,Brad Scott,2014-03-08,"London, England, United Kingdom",Neil Hall,0,0,36,41,3,0,0,0,win,Claudio Silva,Middleweight,U-DEC,3,00:05:00,False
Igor Araujo,Danny Mitchell,2014-03-08,"London, England, United Kingdom",Leon Roberts,0,0,12,18,0,0,1,5,win,Igor Araujo,Welterweight,U-DEC,3,00:05:00,False
Dong Hyun Kim,John Hathaway,2014-03-01,"Macau, China",Leon Roberts,2,0,27,27,1,1,0,0,win,Dong Hyun Kim,Welterweight,KO/TKO Spinning Back Elbow,3,00:01:02,False
Zhang Lipeng,Sai Wang,2014-03-01,"Macau, China",Jerin Valel,0,0,10,31,4,0,2,0,win,Zhang Lipeng,Welterweight,S-DEC,3,00:05:00,True
Matt Mitrione,Shawn Jordan,2014-03-01,"Macau, China",Dan Miragliotta,1,0,24,15,0,0,0,0,win,Matt Mitrione,Heavyweight,KO/TKO Punch,1,00:04:59,False
Hatsu Hioki,Ivan Menjivar,2014-03-01,"Macau, China",Dan Miragliotta,0,1,29,27,4,0,2,1,win,Hatsu Hioki,Featherweight,U-DEC,3,00:05:00,False
Yui Chul Nam,Kazuki Tokudome,2014-03-01,"Macau, China",Jerin Valel,3,0,77,31,1,3,0,0,win,Yui Chul Nam,Lightweight,S-DEC,3,00:05:00,False
Vaughan Lee,Nam Phan,2014-03-01,"Macau, China",Leon Roberts,0,0,142,24,0,0,0,0,win,Vaughan Lee,Bantamweight,U-DEC,3,00:05:00,False
Anying Wang,Albert Cheng,2014-03-01,"Macau, China",Leon Roberts,0,0,13,5,0,0,0,0,win,Anying Wang,Welterweight,KO/TKO,1,00:05:00,False
Mark Eddiva,Jumabieke Tuerxun,2014-03-01,"Macau, China",Jerin Valel,0,0,49,12,4,1,0,2,win,Mark Eddiva,Featherweight,U-DEC,3,00:05:00,False
Ronda Rousey,Sara McMann,2014-02-22,"Las Vegas, Nevada, USA",Herb Dean,1,0,14,13,0,0,0,0,win,Ronda Rousey,Women's Bantamweight,KO/TKO Knee,1,00:01:06,True
